564707973,RNG2
610783965,RNG2
686005560,RNG3
726643700,RNG2
822959691,RNG1
886370762,RNG3
948682690,RNG3
995276750,RNG2
1086582735,RNG3
1123196672,RNG3
1342984399,RNG2
1353580198,RNG3
1406540856,RNG3
1723695683,RNG3
1725335305,RNG3
1884091906,RNG3
1935782570,RNG3
1966990595,RNG3
2022087930,RNG3
2091127544,RNG3
15826982,RNG3
85052208,RNG3
112231158,RNG1
223644686,RNG3
252243313,RNG2
314199522,RNG2
418101630,RNG3
856993389,RNG3
868047745,RNG3
1247260237,RNG3
1280186417,RNG2
1340487780,RNG3
1419354884,RNG1
1622026138,RNG3
1720622752,RNG3
1871007331,RNG1
1933650429,RNG3
1993667614,RNG2
2041397713,RNG2
2097145973,RNG3
91104737,RNG1
207993770,RNG3
239012274,RNG1
412174498,RNG3
435374222,RNG3
786909589,RNG1
863316912,RNG1
920846030,RNG3
955236127,RNG1
964263065,RNG1
1286605245,RNG3
1452062818,RNG1
1585638153,RNG3
1728808608,RNG3
1811545599,RNG1
1836017217,RNG1
1893982465,RNG1
1949176788,RNG3
2002132970,RNG1
2048632168,RNG1
53742861,RNG1
61343334,RNG1
110631308,RNG3
199603813,RNG3
375674879,RNG1
455272843,RNG3
720142257,RNG1
761357257,RNG3
828889986,RNG1
866018746,RNG3
1026596727,RNG1
1209534676,RNG3
1214205864,RNG1
1249833901,RNG3
1514670722,RNG3
1604173884,RNG1
1699005286,RNG3
1728474465,RNG1
1810733271,RNG3
1861167928,RNG1
53420804,RNG1
140622671,RNG3
142441956,RNG1
186719060,RNG1
240603275,RNG1
352269231,RNG1
449192892,RNG3
460473912,RNG3
573077119,RNG3
638178324,RNG1
756662926,RNG3
1031450153,RNG1
1082743337,RNG3
1214282926,RNG3
1434056059,RNG3
1543239913,RNG1
1656501810,RNG1
1795560649,RNG3
2045206314,RNG1
2118885347,RNG3
140873829,RNG1
266254943,RNG1
325335682,RNG1
383207903,RNG3
651208513,RNG3
857287560,RNG3
1027098517,RNG3
1112866455,RNG3
1163732571,RNG1
1283657906,RNG1
1418927004,RNG1
1541871711,RNG3
1543417285,RNG1
1712137884,RNG3
1730737091,RNG3
1779919135,RNG1
1887639912,RNG1
2001619505,RNG1
2059963268,RNG1
2113008379,RNG3
82663944,RNG3
141950756,RNG3
314607078,RNG1
381352442,RNG3
392758157,RNG1
464305343,RNG3
479595045,RNG1
735482685,RNG3
941405700,RNG3
1198547086,RNG3
1217344166,RNG1
1281019260,RNG1
1495332452,RNG1
1518556519,RNG1
1584010613,RNG3
1756237474,RNG1
1783873874,RNG1
1876106164,RNG1
1962921250,RNG1
2032932042,RNG3
37683933,RNG1
90653879,RNG3
179515407,RNG1
268305686,RNG1
307470322,RNG3
326084741,RNG1
412491462,RNG3
602966896,RNG1
725566255,RNG1
727425074,RNG3
856457611,RNG3
1017182015,RNG1
1172293172,RNG3
1260148840,RNG3
1430824819,RNG1
1554340151,RNG1
1570420977,RNG3
1641873130,RNG3
1761529695,RNG1
2133664977,RNG3
52293214,RNG1
98595387,RNG3
185246880,RNG1
234801050,RNG1
313586596,RNG1
482810843,RNG3
514525682,RNG3
586138831,RNG3
713528126,RNG3
828921054,RNG3
947950921,RNG1
1192513862,RNG3
1230881424,RNG1
1272734080,RNG3
1272769028,RNG3
1403138783,RNG1
1614236453,RNG3
1703893333,RNG1
1751540509,RNG1
2007032070,RNG1
182436159,RNG3
417030577,RNG1
425165672,RNG1
577965233,RNG1
665409696,RNG1
716243244,RNG3
716843075,RNG1
795832525,RNG3
827862148,RNG1
868481459,RNG3
916410365,RNG1
1063644868,RNG1
1218733618,RNG1
1267105452,RNG1
1372719966,RNG3
1409410473,RNG3
1489799900,RNG3
1890422468,RNG1
1927879293,RNG1
1951547977,RNG3
150139960,RNG2
152016555,RNG2
204749072,RNG2
328503735,RNG2
401744989,RNG1
438166316,RNG1
447279354,RNG1
538194202,RNG2
794593151,RNG1
796473609,RNG2
957573165,RNG1
1035109842,RNG2
1041994510,RNG1
1387160978,RNG1
1744901504,RNG2
1849955979,RNG1
2070529654,RNG2
2094996837,RNG2
2108842069,RNG1
2145432904,RNG1
70895484,RNG2
160492772,RNG2
231730458,RNG2
244591723,RNG2
369669604,RNG2
407958652,RNG2
428211223,RNG2
500027561,RNG2
660977638,RNG2
834491939,RNG2
1033499268,RNG2
1593860634,RNG2
1654338285,RNG2
1673651248,RNG2
1687192176,RNG2
1693287842,RNG2
1710407500,RNG2
1797287534,RNG2
1992608016,RNG2
2103790239,RNG2
82177781,RNG2
225682708,RNG2
421039406,RNG2
425127191,RNG2
544640350,RNG2
566150928,RNG2
737894581,RNG2
935025747,RNG2
960980078,RNG2
1038540372,RNG2
1087920826,RNG2
1150059660,RNG2
1166680273,RNG2
1364282588,RNG2
1548899763,RNG2
1802321794,RNG2
1894427599,RNG2
2087846101,RNG2
2103870879,RNG2
2128092112,RNG2
34494004,RNG2
48789697,RNG2
135495971,RNG2
181347829,RNG2
204105540,RNG2
377241812,RNG2
440658552,RNG2
506970975,RNG2
774490993,RNG2
807816560,RNG2
1048455959,RNG2
1078803250,RNG2
1465008263,RNG2
1493640053,RNG2
1924021496,RNG2
1947783268,RNG2
2053031884,RNG2
2106317778,RNG2
2130315108,RNG2
2142449387,RNG2
98180417,RNG2
130533030,RNG2
176893011,RNG2
216767447,RNG2
251121993,RNG2
268341011,RNG2
322909588,RNG2
726021721,RNG2
758262095,RNG2
1026795107,RNG2
1055414920,RNG2
1109697935,RNG2
1142810161,RNG2
1478612879,RNG2
1497451548,RNG2
1511682853,RNG2
1620973965,RNG2
1720540459,RNG2
1971035964,RNG2
2110887235,RNG2
